头实体,关系,尾实体,依据,文献,品种,关系数量
绿茶,包含,甜,"表9 遮荫处理下鲜叶的游离氨基酸组分分析;与S相比;遮荫后FS鲜爽味增加了3.05%,而甜味、甜略苦、苦味、苦略甜、甜而回味苦呈下降趋势,分别下降了1.53%、0.24%、0.01%、0.96%、0.32%。;茶氨酸可缓解茶汤的苦涩味,增强甜味,提升茶氨酸含量对良好滋味的形成有重要意义。;遮荫后,FF与F相比,甜味、甜略苦、苦略甜、甜而回味苦有增加趋势,分别增加 0.02%、0.23%、0.99%、1.84%;粘土中种植的葡萄果实具有更强的花香、甜味和水果香味，并且含有更少的己酸乙酯、异戊醇、异丁醇、z- 3-己醇和1-己醇;茶氨酸可缓解茶汤的苦涩味,增强甜味,提升茶氨酸含量对良好滋味的形成有重要意义。;遮荫后,FF与F相比,甜味、甜略苦、苦略甜、甜而回味苦有增加趋势,分别增加 0.02%、0.23%、0.99%、1.84%",四川茶区遮荫栽培对绿茶产量及制茶品质的综合影响;Comprehensive analysis of environmental factors on the quality of tea (Camellia sinensis var. sinensis) fresh leaves ,通用;四川绿茶/三花1592;四川绿茶/福鼎大白茶;宣恩县茶;四川绿茶,12
绿茶,包含,甜而回味苦,"与S相比;遮荫后FS鲜爽味增加了3.05%,而甜味、甜略苦、苦味、苦略甜、甜而回味苦呈下降趋势,分别下降了1.53%、0.24%、0.01%、0.96%、0.36%。;遮荫后,FF与F相比,甜味、甜略苦、苦略甜、甜而回味苦有增加趋势,分别增加 0.02%、0.23%、0.99%、1.87%;表9 遮荫处理下鲜叶的游离氨基酸组分分析",四川茶区遮荫栽培对绿茶产量及制茶品质的综合影响,四川绿茶/三花1596;四川绿茶/福鼎大白茶;通用,5
绿茶,包含,甜略苦,"与S相比;遮荫后FS鲜爽味增加了3.05%,而甜味、甜略苦、苦味、苦略甜、甜而回味苦呈下降趋势,分别下降了1.53%、0.24%、0.01%、0.96%、0.33%。;遮荫后,FF与F相比,甜味、甜略苦、苦略甜、甜而回味苦有增加趋势,分别增加 0.02%、0.23%、0.99%、1.85%;表9 遮荫处理下鲜叶的游离氨基酸组分分析",四川茶区遮荫栽培对绿茶产量及制茶品质的综合影响,四川绿茶/三花1593;四川绿茶/福鼎大白茶;通用,7
绿茶,包含,萜烯醇,萜烯醇含量先升高，在海拔700 ~ 799 m处达到峰值（41.2%），然后随着海拔的升高而降低（表S10和S11）。,Comprehensive analysis of environmental factors on the quality of tea (Camellia sinensis var. sinensis) fresh leaves ,通用,1
绿茶,包含,酮,醛、酮含量随海拔变化变化缓慢，总体随海拔升高而升高,Comprehensive analysis of environmental factors on the quality of tea (Camellia sinensis var. sinensis) fresh leaves ,通用,1
绿茶,包含,外形,"光合辐照度对铁观音茶感官品质的外形、香气、汤色、滋味、叶底均呈现负向影响，是影响
铁观音茶感官审评综合得分的重要因子。;土壤 pH 是影响铁观音秋茶感官品质的关键主导因子，其对秋茶外形和汤色呈负相关，与秋茶香气、滋味、叶底和综合得分，呈正相关;土壤速效磷对铁观音秋茶感官品质呈现出一致的正效应;是春季茶叶外形、汤色和茶叶综合得分的关键因子。;土壤速效钾是影响铁观音成茶感官审评综合得分的关键主导因子，对成茶综合得分影响的累积 VIP 值为 2.69，其对铁观音春、秋茶的滋味、汤色、叶底和茶叶综合评分均呈负相关，与春茶外形、秋茶香气呈正相关",影响铁观音茶树没食子酸含量和产量品质的生态因子及其优化方案研究,铁观音;铁观音秋茶;铁观音秋茶;铁观音春茶;铁观音春茶,5
绿茶,包含,维生素,"N和P主要参与氨基酸、维生素、叶绿素等物质的合成，直接调节茶树生化成分的含量和比例(Chen et al ., 2015；Lin et al, 2013);N和P主要参与氨基酸、维生素、叶绿素等物质的合成，直接调节茶树生化成分的含量和比例(Chen et al ., 2015；Lin et al, 2016)",Comprehensive analysis of environmental factors on the quality of tea (Camellia sinensis var. sinensis) fresh leaves ,通用,2
绿茶,包含,纤维素,"因为空气中较高的湿度不仅能抑制茶叶中纤维素的合成，保持芽叶柔嫩，而且能够增强太阳辐射的漫射
效应，有利于茶多酚、氨基酸等芳香物质的形成( 张玮玮等，2011) 。",近55年来浙江省茶叶高温干旱灾害特征及防御技术研艽,安徽茶,1
绿茶,包含,鲜爽,"遮荫有利于茶树简单儿茶素的积累，‘福鼎大白茶’、‘三花1951’在遮蔽栽培后，苦涩味指数下降 17.99%、12.27%，对于春末绿茶出现“鲜爽”感官品质具有重要贡献;遮荫后,FF与F相比,甜味、甜略苦、苦略甜、甜而回味苦有增加趋势,分别增加 0.02%、0.23%、0.99%、1.84%,而鲜爽味、苦味有下降趋势，分别下降2.69%、0.40%;;与S相比;遮荫后FS鲜爽味增加了3.05%,而甜味、甜略苦、苦味、苦略甜、甜而回味苦呈下降趋势,分别下降了1.53%、0.24%、0.01%、0.96%、0.31%。;遮荫后的滋味表现为鲜爽或较鲜爽,其中FF滋味表现为“鲜爽”,可能是因为遮荫使得游离氨基酸含量上升。;气温低时，氨基酸、蛋白质及一些含氮化合物增 加，形成了茶叶鲜爽的滋味特点。 ;表9 遮荫处理下鲜叶的游离氨基酸组分分析;遮荫后,FF与F相比,甜味、甜略苦、苦略甜、甜而回味苦有增加趋势,分别增加 0.02%、0.23%、0.99%、1.84%,而鲜爽味、苦味有下降趋势，分别下降2.69%、0.38%;",四川茶区遮荫栽培对绿茶产量及制茶品质的综合影响;山东绿茶品质的影响因素分析,四川绿茶/通用;四川绿茶/福鼎大白茶;四川绿茶/三花1591;四川绿茶/福鼎大白茶;山东绿茶/通用;通用,15
绿茶,包含,鲜爽度,遮光后茶叶茶多酚、粗纤维含量减少，叶绿素、咖啡碱、氨基酸含量增加 ，茶叶的持嫩性增加、苦涩味减少、鲜爽度提高颜色要较对照绿，绿茶的品质得到提高;遮荫后，茶叶茶多酚、粗纤维含量减少，相比对照，茶多酚最高减少13.45%，粗纤维最多减少56.4%:叶绿素、咖啡碱、氨基酸含量增加，相比对照，三者的增加最大值分别为40.65%、18.80%和15.101%。故遮荫后茶叶的持嫩性增加、苦涩味减少、鲜爽度提高，颜色较对照绿，绿茶的品质得到提高。,生境管理对亚热带丘陵茶园生态环境与茶叶品质的影响;茶园遮荫栽培与茶叶品质相关性机理的研究,亚热带丘陵茶,2
绿茶,包含,鲜爽甘甜,900kg商品有机肥处理能增加茶芽的发芽密度及百芽重；在成品茶感官品质上表现为香气更为高爽清鲜，味道更为鲜爽甘甜；茶叶的氨基酸含量更高，茶多酚含量更低，氨酚比更适宜，且以EGCG、EGC为代表的儿茶素含量更低。,有机肥部分替代化肥对成龄绿茶产量及品质的影响,成龄茶,1
绿茶,包含,香豆素,"绿茶中主要的芳香活性挥发物有芳樟醇、芳樟醇氧化物、香叶醇、顺式茉莉醇、吲哚、香豆素、二氢actinidiolide、茉莉酸甲酯、6-氯吲哚、5,6-环氧-β-ionone、反式香叶酮、叶绿醇和苯乙醇[36",Recent Advances in Volatiles of Teas,绿茶,1
绿茶,包含,香气,"光合辐照度对铁观音茶感官品质的外形、香气、汤色、滋味、叶底均呈现负向影响，是影响
铁观音茶感官审评综合得分的重要因子。;土壤 pH 是影响铁观音秋茶感官品质的关键主导因子，其对秋茶外形和汤色呈负相关，与秋茶香气、滋味、叶底和综合得分，呈正相关;土壤速效磷对铁观音秋茶感官品质呈现出一致的正效应;土壤速效钾是影响铁观音成茶感官审评综合得分的关键主导因子，对成茶综合得分影响的累积 VIP 值为 2.69，其对铁观音春、秋茶的滋味、汤色、叶底和茶叶综合评分均呈负相关，与春茶外形、秋茶香气呈正相关;与低海拔地区的茶叶相比，高海拔地区茶叶中七醛和雪松醇的含量分别高出48%和60%，这是茶叶香气较高的主要原因（Liu et al ., 2017）;与低海拔地区的茶叶相比，高海拔地区茶叶中七醛和雪松醇的含量分别高出48%和60%，这是茶叶香气较高的主要原因（Liu et al ., 2018）;研究表明，温度是影响茶叶香气的重要因子，适度的低温胁迫处理能
提高鲜叶中芳香物质的种类，改变香气物质的含量。;板栗茶间作对保红绿茶的口感和香气有积极的影响，特别是对80年代种植的板栗茶有积极的影响",影响铁观音茶树没食子酸含量和产量品质的生态因子及其优化方案研究;Comprehensive analysis of environmental factors on the quality of tea (Camellia sinensis var. sinensis) fresh leaves ;山东绿茶品质的影响因素分析;Non-targeted and targeted metabolomics profiling of tea plants (Camellia sinensis) in response to its intercropping with Chinese chestnut,铁观音;铁观音秋茶;通用;山东绿茶/通用;宝洪茶,8
绿茶,包含,香气持久,遮荫后FF香气更为持久。,四川茶区遮荫栽培对绿茶产量及制茶品质的综合影响,四川绿茶/福鼎大白茶,2
绿茶,包含,香叶醇,"绿茶中主要的芳香活性挥发物有芳樟醇、芳樟醇氧化物、香叶醇、顺式茉莉醇、吲哚、香豆素、二氢actinidiolide、茉莉酸甲酯、6-氯吲哚、5,6-环氧-β-ionone、反式香叶酮、叶绿醇和苯乙醇[33；在海拔700 ~ 799 m处，香叶醇和苯乙醇含量较低，但随海拔进一步升高而缓慢升高",Recent Advances in Volatiles of Teas；Comprehensive analysis of environmental factors on the quality of tea (Camellia sinensis var. sinensis) fresh leaves ,绿茶,2
绿茶,包含,缬氨酸 ,表9 遮荫处理下鲜叶的游离氨基酸组分分析,四川茶区遮荫栽培对绿茶产量及制茶品质的综合影响,通用,1
绿茶,包含,雪松醇,"与低海拔地区的茶叶相比，高海拔地区茶叶中七醛和雪松醇的含量分别高出48%和60%，这是茶叶香气较高的主要原因（Liu et al ., 2016）",Comprehensive analysis of environmental factors on the quality of tea (Camellia sinensis var. sinensis) fresh leaves ,通用,1
绿茶,包含,叶底,"光合辐照度对铁观音茶感官品质的外形、香气、汤色、滋味、叶底均呈现负向影响，是影响
铁观音茶感官审评综合得分的重要因子。;土壤 pH 是影响铁观音秋茶感官品质的关键主导因子，其对秋茶外形和汤色呈负相关，与秋茶香气、滋味、叶底和综合得分，呈正相关;土壤速效磷对铁观音秋茶感官品质呈现出一致的正效应;土壤速效钾是影响铁观音成茶感官审评综合得分的关键主导因子，对成茶综合得分影响的累积 VIP 值为 2.69，其对铁观音春、秋茶的滋味、汤色、叶底和茶叶综合评分均呈负相关，与春茶外形、秋茶香气呈正相关;施肥处理对于茶叶的汤色、叶底改变相对较小",影响铁观音茶树没食子酸含量和产量品质的生态因子及其优化方案研究;有机肥部分替代化肥对成龄绿茶产量及品质的影响,铁观音;铁观音秋茶;铁观音春秋茶;成龄茶,5
绿茶,包含,叶黄酮（醇）,茶鲜叶黄酮（醇）苷含量与土壤全磷、全硫含量呈正相关（相关系数分别为0.393、0.416）（P < 0.05,Comprehensive analysis of environmental factors on the quality of tea (Camellia sinensis var. sinensis) fresh leaves ,宣恩县茶,2
绿茶,包含,叶绿醇,"绿茶中主要的芳香活性挥发物有芳樟醇、芳樟醇氧化物、香叶醇、顺式茉莉醇、吲哚、香豆素、二氢actinidiolide、茉莉酸甲酯、6-氯吲哚、5,6-环氧-β-ionone、反式香叶酮、叶绿醇和苯乙醇[42",Recent Advances in Volatiles of Teas,绿茶,1
绿茶,包含,叶绿素,"N和P主要参与氨基酸、维生素、叶绿素等物质的合成，直接调节茶树生化成分的含量和比例(Chen et al ., 2015；Lin et al, 2014);缺氮显著降低了茶叶的N含量、干重、叶绿素含量、l -茶氨酸和N代谢相关酶的活性，提高了总黄酮类化合物和多酚类物质的含量。;茶园温度的3个指标与茶青产量和茶青茶产率呈正相关趋势，与咖啡碱、茶多酚和氨基酸含量呈显著或极显著的正相关，与茶青叶绿素含量呈正相关关系;一些作物遮荫后在较短期内叶绿素含量会增加;N和P主要参与氨基酸、维生素、叶绿素等物质的合成，直接调节茶树生化成分的含量和比例(Chen et al ., 2015；Lin et al, 2017);与对照相比，P+C处理的百芽重（BW）、游离氨基酸（AA）、茶多酚（TPC）和叶绿素（Chl）含量分别比对照提高了29.98%、14.41%、22.49%和28.85%。;园空气湿度的3个指标与茶青产量呈正相关关系，与茶青杂率呈负相关关系，而与茶青品质的咖啡碱、茶多酚2个生化指标呈正相关关系，与氨基酸和叶绿素含量呈负相关关系。;茶杉复合茶园茶叶中氨基酸、叶绿素、咖啡碱和水浸出物的含量均不同程度高于单一茶园，儿茶素和茶多酚总量均低于单一茶园?茶杉复合茶园鲜叶制作的夏秋茶表现为外形色泽翠绿，汤色翠绿明亮，香味栗香持久，叶底黄绿鲜活，整体感官评价明显优于单一茶园;茶树冠面光照强度与茶青产量和茶产率呈正相关趋势，而与茶青品质各生化指标均呈负相关趋势，相关系数均未达显著水平。;遮光后茶叶茶多酚、粗纤维含量减少，叶绿素、咖啡碱、氨基酸含量增加 ，茶叶的持嫩性增加、苦涩味减少、鲜爽度提高颜色要较对照绿，绿茶的品质得到提高;茶园适度遮阴能够提高茶叶中叶绿素的含量，且增加量与遮阴度成正比B。;遮荫后，茶叶茶多酚、粗纤维含量减少，相比对照，茶多酚最高减少13.45%，粗纤维最多减少56.4%:叶绿素、咖啡碱、氨基酸含量增加，相比对照，三者的增加最大值分别为40.65%、18.80%和15.96%。故遮荫后茶叶的持嫩性增加、苦涩味减少、鲜爽度提高，颜色较对照绿，绿茶的品质得到提高。;缺镁会导致茶叶光合能力和叶绿素含量下降;长期遮荫后叶绿素含量会下降;高温对光合作用的影响，一方面是通过降低叶绿素含量致使光合速率下降。叶绿素 a 和叶绿素总量随温度的升高均呈下降趋势","Comprehensive analysis of environmental factors on the quality of tea (Camellia sinensis var. sinensis) fresh leaves ;Molecular and?physiological mechanisms of?tea (Camellia sinensis (L.) O. Kuntze) leaf and?root in?response to?nitrogen defciency;南京地区大棚茶园小气候特征及对茶青产量和品质效应;四川茶区遮荫栽培对绿茶产量及制茶品质的综合影响;Comprehensive analysis of environmental factors on the quality of tea (Camellia sinensis var. sinensis) fresh leaves ;Sustainable regulation of?calcium magnesium phosphate and?rapeseed cake on?soil?tea system in?Mount Lushan, China;生境管理对亚热带丘陵茶园生态环境与茶叶品质的影响;生境管理对亚热带丘陵茶园生态环境与茶叶品质的影响;影响茶树生长和茶叶品质的主要环境因子及其适应机制;茶园遮荫栽培与茶叶品质相关性机理的研究;高温干旱对茶树生长和品质影响机理的研究进展",通用;不明;南京绿茶;四川绿茶;通用;庐山云雾茶;亚热带丘陵茶;亚热带丘陵茶;通用,15
